MLS,Community,Address,St,List Price,Sold Price,Tot Flr Area AG Metres,Style,Rooms Above Grade,Beds Total,Baths Full,Baths Half,Ensuite YN,Yr Built,Front Exposure,Frontage Metres,Num Finished FP,Basement Development,Enclosed Parking,Parking,Occupancy,Possession Notes,DOM,Condo Name,Construction Type,Flooring,Tot Flr Area A.G. (SF),Realtor
C4259161,Whitehorn, 5063  WHITESTONE RD NE,A,"$339,588 ",,105.352,3 Lvl Split,6,4,1,1,No,1974,East,15.2,,Fully Finished,,Parking Pad Gravel,Owner,Negotiable,2,,Wood Frame,"Carpet, Laminate Flooring","1,134",Peters Pedazo
C4259164,None, 134  Centre ST,A,"$322,000 ",,260.036,2 Storey,11,5,3,1,Yes,2000,South,15.26,,Fully Finished,1,Single Garage Detached,Tenant,,2,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,799",John Thiessen
C4259143,Fairview, 7607  FAIRMOUNT DR SE,A,"$350,000 ",,95.411,Bungalow,6,3,2,0,No,1961,West,15.46,,Partly Finished,2,"Double Garage Detached, Over Sized",Seller,60 days,1,,Wood Frame,"Carpet, Hardwood","1,027",Usha Naidu
C4259106,Deer Run, 19  Deersaxon RD SE,A,"$349,900 ",,95.504,Bungalow,6,4,2,0,No,1982,Northeast,11,1,Fully Finished,,Stall,Seller,Negotiable,2,,Wood Frame,"Hardwood, Linoleum, Wall to Wall Carpet","1,028",Dianne L Brown
C4259099,Legacy, 117  LEGACY GLEN CM SE,A,"$525,000 ",,216.278,2 Storey,9,3,2,1,Yes,2019,Northeast,8.83,1,Unfinished,2,Double Garage Attached,New; Never Occupied,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Vinyl Plank","2,328",Christian Twomey
C4258607,Martindale, 6087  MARTINGROVE RD NE,A,"$340,000 ",,97.362,Bungalow,6,4,2,0,No,1983,North,8.59,,Suite,,Stall,Seller,,5,,Wood Frame,"Carpet, Laminate Flooring","1,048",Ranjeev Jaswal
C4259109,Skyview Ranch, 100  SKYVIEW SHORES MR NE,A,"$612,000 ",,230.399,2 Storey,9,3,2,1,Yes,2012,Northwest,34.1,1,Unfinished,2,Double Garage Attached,Owner,NEG,2,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,480",Munaz Rajwani
C4259158,None, 3  Aspen CR,A,"$349,000 ",,125.326,Bungalow,7,4,2,1,No,1976,South,32,,Fully Finished,2,Double Garage Attached,Vacant,negotiable,2,,Wood Frame,"Carpet, Laminate Flooring","1,349",Shelley Kohut
C4258929,None, 35  Sleigh DR,A,"$549,000 ",,181.44,2 Storey,5,3,2,2,Yes,1991,Northwest,35.2,1,Fully Finished,2,Double Garage Attached,Seller,negotiable,4,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","1,953",Lee Edwards
C4258891,Jumping Pound Ridge, 225  Jumping Pound TC,A,"$589,000 ",,198.534,2 Storey,9,4,3,1,Yes,2009,South,11.6,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","2,137",Krista Sorby
C4258419,Somerset, 51  Somerset SQ SW,A,"$469,000 ",,191.287,2 Storey,7,3,2,1,Yes,1997,East,12.8,,Partly Finished,2,Double Garage Attached,Vacant,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile","2,059",Min Hu
C4259069,Springbank Hill, 84  ANATAPI LN SW,A,"$1,525,000 ",,254.926,2 Storey,9,3,3,1,Yes,1989,South,78.48,2,Fully Finished,2,"Double Garage Attached, Insulated, Heated, Over Sized",Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,744",Sam Corea
C4258870,The Beaches, 586  WEST CHESTERMERE DR,A,"$1,325,000 ",,284.655,Bungalow,8,5,4,0,Yes,1995,West,18.3,2,Fully Finished,4,"Quad or More Attached, Insulated, Heated, Parking Pad Cement or Paved",Owner,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","3,064",Jonathan Cruse Popowich
C4258838,Taradale, 104  Taradale DR NE,A,"$394,900 ",,123.189,2 Storey,6,4,3,1,No,2005,South,8.62,,Fully Finished,,No Assigned Parking,Owner,Negotiable,2,,Wood Frame,"Carpet, Linoleum, See Remarks","1,326",Vin Shah
C4259151,Winston Heights/Mountview, 443  19 AV NE,A,"$549,900 ",,96.526,Bungalow,6,4,2,0,No,1949,North,15.23,,Fully Finished,3,"Triple Garage Detached, Heated, Over Sized, Rear Drive Access",Tenant,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Linoleum","1,039",Tony Nicastro
C4258983,Sandstone Valley, 107  SANDRINGHAM CO NW,A,"$506,000 ",,176.237,2 Sty Split,9,4,3,0,Yes,1990,Northwest,7.52,,Partly Finished,4,"Double Garage Attached, Double Garage Detached",Vacant,Negotiable,2,,Wood Frame,"Hardwood, Linoleum","1,897",John Oliverio
C4258517,None, 4312  2 ST W,A,"$299,000 ",,180.139,1 & Half St,10,4,1,0,No,1940,West,35,,Unfinished,1,"Single Garage Detached, Double Garage Detached",Seller,negotiable,3,,Wood Frame,"Hardwood, Linoleum","1,939",Marilyn A Curry
C4258523,Watermark, 210  CREEKSTONE RI,A,"$1,399,900 ",,278.709,2 Storey,11,4,3,1,Yes,2015,South,12.52,2,Fully Finished,3,Triple Garage Attached,Owner,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","3,000",Kelly A McKelvie
C4259138,Coopers Crossing, 23  COOPERSTOWN PL SW,A,"$539,900 ",,224.082,2 Storey,9,4,3,1,Yes,2014,North,11.07,1,Fully Finished,2,"Double Garage Attached, Insulated, Over Sized",Seller,Imm/Neg,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","2,412",Shilo Storey
C4259150,Collingwood, 3619  14 ST NW,A,"$699,000 ",,172.335,Bungalow,5,2,1,0,No,1959,East,16.77,,Fully Finished,,Stall,Tenant,Immediate,2,,Wood Frame,"Carpet, Carpet Over Hardwood, Ceramic Tile","1,855",Justyna Lis
C4258970,Hawkwood, 191  HAWKCLIFF WY NW,A,"$539,900 ",,224.547,4 Lvl Split,6,4,2,1,Yes,1983,West,14.99,,Fully Finished,2,"Double Garage Attached, Front Drive Access, Over Sized",Seller,Negotiable,2,,Wood Frame,"Carpet, Hardwood, Linoleum","2,417",Adam Mair
C4259091,None, 316  3 AV SE,A,"$209,900 ",,151.711,1 & Half St,6,3,2,1,No,1950,North,15.24,,Partly Finished,1,"Single Garage Detached, Rear Drive Access",Seller,,3,,Wood Frame,"Carpet, Hardwood, Laminate Flooring, Non-Ceramic Tile","1,633",John Thiessen
C4258338,West Springs, 34  West Point ME SW,A,"$984,900 ",,241.641,2 Storey,11,3,2,1,Yes,2013,South,13.4,,Unfinished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,601",Corinne M Poffenroth
C4258980,Redstone, 180  REDSTONE PA NE,A,"$614,900 ",,228.449,2 Storey,9,6,3,1,Yes,2016,West,0,,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,459",Happe Dhillon
C4259023,Harvest Hills, 25  HARVEST PARK ME NE,A,"$449,900 ",,121.238,Bungalow,7,4,3,0,No,1996,Southwest,7.02,2,Fully Finished,2,Double Garage Attached,Owner,Neg,2,,Wood Frame,"Carpet, Hardwood","1,305",Kyle Duiker
C4258461,Hounsfield Heights/Briar Hill, 1912  10 AV NW,A,"$1,025,000 ",,212.562,2 Storey,7,3,10,0,Yes,1952,South,15.24,,Fully Finished,2,Double Garage Detached,Tenant,Neg,2,,Wood Frame,"Carpet, Hardwood","2,288",Pierre Salois
C4259116,Elbow Park, 601  30 AV SW,A,"$720,000 ",,105.352,Bungalow,6,2,1,0,No,1944,North,15.2,,Unfinished,1,Single Garage Detached,Vacant,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile","1,134",Brad Van De Walle
C4258602,Rocky Ridge, 83  Rockcliff LD NW,A,"$1,139,000 ",,333.893,2 Storey,12,6,4,1,Yes,2009,North,17.07,1,Fully Finished,3,"Triple Garage Attached, Over Sized",Seller,OR LATER,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","3,594",Stephanie Campbell
C4259088,None, 330  9th ST,A,"$170,000 ",,102.844,Bungalow,5,2,1,1,Yes,2004,East,15.2,,Unfinished,0,Front and Rear Drive Access,Vacant,negotiable,3,,Wood Frame,Laminate Flooring,"1,107",Danny Hansen
C4259123,Ogden, 2113  80 AV SE,A,"$269,900 ",,90.023,Bungalow,5,3,1,0,No,1972,North,13.1,,Unfinished,,Front Drive Access,Vacant,negotiable,2,,Wood Frame,"Laminate Flooring, Linoleum",969,Darshan Sidhu
C4258808,Walden, 256  Walden PR SE,A,"$479,900 ",,180.511,2 Storey,8,3,2,1,Yes,2015,North,8.84,,Partly Finished,2,Double Garage Attached,Owner,Negotiable,2,,Wood Frame,Carpet,"1,943",Arun Kaushal
C4259130,Air Ranch, 2  RANCHERS PL,A,"$700,000 ",,242.756,2 Storey,7,4,3,1,Yes,2010,South,,1,Fully Finished,2,Double Garage Attached,Vacant,negotiable,2,Z-name Not Listed,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,613",Kent Stonehocker
C4259131,None, 994  Shantz PL,A,"$395,000 ",,190.265,2 Storey,8,4,3,1,Yes,2014,West,9.4,1,Fully Finished,2,"Double Garage Attached, 2 Outdoor Stalls, Insulated, Front Drive Access",Seller,Negotiable,2,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,048",Dione J Irwin
C4258477,East Chestermere, 737  EAST CHESTERMERE DR,A,"$1,090,000 ",,261.708,2 Storey,9,4,4,1,Yes,1990,East,15.2,2,Fully Finished,2,"Double Garage Attached, Shop",Owner,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,817",Karen L Gonzales
C4258989,Sage Hill, 85  SAGE VALLEY DR NW,A,"$449,000 ",,135.917,2 Storey,6,3,0,0,No,2009,Southeast,10.8,,Partly Finished,2,Double Garage Attached,Vacant,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,463",Wale Johnson
C4259042,Meadowbrook, 2399  MORRIS CR SE,A,"$545,000 ",,208.474,2 Storey,8,4,3,1,Yes,1997,North,0,2,Fully Finished,2,"Double Garage Attached, Heated, Over Sized",Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,244",Trenton Pittner
C4258703,Tuscany, 156  TUSCANY SPRINGS WY NW,A,"$369,900 ",,118.451,2 Storey,6,3,2,1,Yes,2000,Northwest,7.79,,Unfinished,,"Parking Pad Gravel, No Assigned Parking",Seller,Negotiable,2,,Wood Frame,"Carpet, Linoleum","1,275",Kelly A McKelvie
C4258982,Sandstone Valley, 610  SANDRINGHAM PL NW,A,"$399,900 ",,118.916,Bi-Level,7,3,2,0,Yes,1990,South,13.49,1,Fully Finished,2,Double Garage Attached,Owner,NEGOTIABLE,3,,Wood Frame,"Carpet, Linoleum","1,280",Azalea Kim
C4259006,Cimarron Meadows, 52  CIMARRON MEADOWS CR,A,"$337,500 ",,95.783,3 Lvl Split,5,4,2,0,No,1998,South,12.6,,Fully Finished,2,Double Garage Detached,Vacant,Immediate,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring, Vinyl Plank","1,031",Angela Collisson
C4258944,Riverbend, 108  RIVERWOOD CL SE,A,"$444,900 ",,168.433,2 Storey,9,3,3,1,Yes,1990,East,10.8,1,Fully Finished,2,Double Garage Attached,Seller,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,813",Tarryn Hamilton
C4259068,Cranston, 67  CRANARCH HT SE,A,"$775,000 ",,246.193,2 Storey,10,3,2,1,Yes,2011,Southwest,17.61,1,Unfinished,2,"Double Garage Attached, Over Sized",Seller,neg,2,,Wood Frame,"Carpet, Ceramic Tile","2,650",Laura O'Connell
C4259121,Marlborough Park, 603  MAIDSTONE DR NE,A,"$349,900 ",,117.801,Bungalow,6,4,2,1,Yes,1973,South,15.23,,Fully Finished,2,"Double Garage Detached, Over Sized",Vacant,Negotiable,2,,Wood Frame,"Carpet, Linoleum","1,268",Joe Viani
C4258609,Cedarbrae, 8  CEDARDALE ME SW,A,"$319,900 ",,101.543,2 Storey,6,3,1,1,No,1982,South,9.42,,Partly Finished,,Parking Pad Gravel,Owner,,3,,Wood Frame,"Carpet, Laminate Flooring, Wall to Wall Carpet","1,093",Kenneth G Zacharias
C4259128,Deer Run, 312  DEERBROOK ME SE,A,"$699,500 ",,226.683,2 Storey,10,4,3,1,Yes,1981,North,10.37,,Fully Finished,2,Double Garage Attached,Seller,,2,,Wood Frame,Carpet,"2,440",Christopher Matlashewski
C4257696,None, 265110  RGE RD 273,A,"$1,599,900 ",,166.668,Bungalow,9,4,4,0,No,1998,West,,,Fully Finished,2,Double Garage Detached,Seller,Negotiable,6,,Wood Frame,"Carpet, Linoleum","1,794",Danny Hansen
C4258797,Royal Oak, 499  ROYAL OAK HT NW,A,"$600,000 ",,180.046,2 Storey,8,4,3,1,Yes,2003,Southwest,10.5,1,Fully Finished,2,"Double Garage Attached, Over Sized",Vacant,NEG,2,,Wood Frame,"Carpet, Hardwood, Linoleum, Non-Ceramic Tile","1,938",Ken Richter
C4258740,Pineridge, 6807  24 AV NE,A,"$349,900 ",,90.209,Bi-Level,4,4,2,0,No,1975,North,13.4,,Fully Finished,2,"Double Garage Detached, Over Sized",Vacant,Negotiable,2,,Wood Frame,"Carpet, Laminate Flooring, Linoleum",971,Sam Corea
C4258494,Cranston, 104  CRANBROOK HT SE,A,"$1,199,000 ",,279.638,2 Storey,10,4,3,1,Yes,2014,Southwest,16.1,1,Fully Finished,3,"Triple Garage Attached, Over Sized",Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","3,010",Jillaine Carlin
C4258522,Strathcona Park, 76  STRATHRIDGE CL SW,A,"$824,900 ",,230.585,2 Storey,9,4,3,1,Yes,1998,West,13.43,2,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,482",Vadim Yalovitser
C4258946,Springbank Links, 3  WILDFLOWER HL,A,"$725,000 ",,156.82,Bungalow,6,3,2,1,Yes,1998,North,20.73,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,Springbank Links,Wood Frame,"Ceramic Tile, Hardwood","1,688",Jason E Bamlett
C4259119,None, 1382  Price RD,A,"$429,900 ",,221.016,2 Storey,8,3,2,1,Yes,2019,East,14.36,,Unfinished,3,"Triple Garage Attached, Insulated",New; Never Occupied,Negotiable,2,,Wood Frame,"Carpet, Laminate Flooring, Non-Ceramic Tile","2,379",Kevin Moore
C4257885,Temple, 300  TEMPLETON CI NE,A,"$449,900 ",,124.49,4 Lvl Split,6,4,3,0,Yes,1981,East,16.75,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Ceramic Tile, Hardwood, Wall to Wall Carpet","1,340",Big John Peterson
C4258565,Hidden Valley, 36  HIDDEN PT NW,A,"$389,000 ",,94.761,2 Storey,6,3,1,1,No,1997,West,7.56,,Fully Finished,,"2 Outdoor Stalls, Rear Drive Access",Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,020",Heather D Lamb
C4259025,Hamptons, 9  HAMPSTEAD HL NW,A,"$699,000 ",,236.252,2 Storey,10,5,3,1,Yes,2000,East,14,,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,543",Vivian Lee
C4258877,Hillhurst, 432  12 ST NW,A,"$650,000 ",,124.304,1 & Half St,5,3,2,0,Yes,1913,West,9.1,2,Unfinished,1,Single Garage Detached,Vacant,negotiable,2,,Wood Frame,"Hardwood, Linoleum, Non-Ceramic Tile","1,338",Noreen Kleefeld
C4258266,Auburn Bay, 24  AUBURN GLEN LN SE,A,"$558,900 ",,198.627,2 Storey,8,4,2,1,Yes,2010,Southwest,11.1,,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,138",Sally Krulis
C4258974,Arbour Lake, 151  ARBOUR STONE RI NW,A,"$675,000 ",,176.887,2 Storey,11,4,3,1,Yes,1998,Northwest,13.13,2,Fully Finished,2,Double Garage Attached,Vacant,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,904",Kelly A McKelvie
C4259114,Renfrew, 816  7 AV NE,A,"$579,900 ",,67.912,Bungalow,4,1,1,0,No,1931,South,12.19,,Unfinished,1,Single Garage Detached,Owner,Negotiable,2,,Wood Frame,"Ceramic Tile, Hardwood",731,Tony Nicastro
C4258697,Marlborough Park, 519  MALVERN DR NE,A,"$399,900 ",,104.051,Bungalow,6,3,2,1,Yes,1975,East,14.62,,Fully Finished,2,"Double Garage Detached, Heated",Seller,Negotiable,2,,Wood Frame,"Carpet, Hardwood","1,120",Amanda Panchuk
C4258957,West Springs, 67  Wentworth CR SW,A,"$719,900 ",,213.863,2 Storey,10,3,3,1,Yes,2004,West,12.72,,Fully Finished,2,Double Garage Attached,Seller,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,302",Brad Van De Walle
C4259089,Silverado, 199  SILVERADO DR SW,A,"$424,900 ",,157.935,2 Storey,7,4,2,1,Yes,2006,South,34.3,,Fully Finished,2,Double Garage Detached,Owner,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,700",Aleksey Olegovich Julanov
C4256093,Evergreen, 148  EVERHOLLOW WY SW,A,"$515,000 ",,240.061,2 Storey,10,3,2,1,Yes,2004,North,12.18,1,Unfinished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,584",Neil Lauzon
C4259055,McKenzie Towne, 23  PRESTWICK PR SE,A,"$484,900 ",,169.641,2 Storey,6,5,3,1,Yes,2005,East,39,,Fully Finished,2,"Double Garage Detached, Over Sized, RV Parking",Vacant,negotiable,2,,Wood Frame,"Carpet, Laminate Flooring, Non-Ceramic Tile","1,826",Gagan Bilgasingh
C4257305,Pine Ridge Estates, 360126  214 AV W,A,"$899,000 ",,152.175,Bungalow,6,4,2,1,No,1975,Southwest,,2,Fully Finished,2,"Double Garage Detached, Front Drive Access, Over Sized, Parking Pad Gravel, Shop",Seller,,6,,Log,"Carpet, Ceramic Tile, Hardwood","1,638",Dieter D Hendrickson
C4259110,None, 515  EAST LAKEVIEW PL,A,"$329,900 ",,109.254,Bungalow,7,3,2,0,Yes,2006,North,10,1,Unfinished,2,Double Garage Attached,Vacant,Immediate,3,,Wood Frame,"Ceramic Tile, Laminate Flooring","1,176",Holly Milanko
C4259027,Citadel, 23  Citadel Estate LI NW,A,"$488,900 ",,173.636,2 Storey,9,4,3,1,No,2002,Southeast,13.5,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","1,869",Zeenat Taghvai
C4258675,Coopers Crossing, 80  COOPERSTOWN PL SW,A,"$449,900 ",,212.005,2 Storey,10,4,2,1,Yes,2014,East,10.99,2,Unfinished,2,Double Garage Attached,Vacant,,2,,Wood Frame,"Carpet, Ceramic Tile","2,282",Christopher Matlashewski
C4259036,Panorama Hills, 21  PANORAMA HILLS GD NW,A,"$649,500 ",,141.77,Bungalow,6,4,3,0,Yes,1996,North,8.02,2,Fully Finished,3,Triple Garage Attached,Tenant,60 days,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,526",Bal Kooner
C4258508,None, 226  4 ST,A,"$549,900 ",,200.671,2 Storey,10,5,4,0,Yes,2001,South,26.83,1,Fully Finished,2,Double Garage Detached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","2,160",Raelene Nichol
C4258801,Edgemont, 87  Edendale CR NW,A,"$649,000 ",,243.127,2 Sty Split,11,4,3,1,Yes,1985,West,14.3,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","2,617",Simon K Cheung
C4258975,Edgewater, 1227  ALLEN ST SE,A,"$349,900 ",,110.09,Bungalow,5,3,2,1,Yes,1989,South,12,2,Fully Finished,1,Single Garage Attached,Vacant,Immediate,2,,Wood Frame,"Carpet, Laminate Flooring, Non-Ceramic Tile","1,185",Murray N Harris
C4259103,Woodlands_1, 53  Willow CR,A,"$249,900 ",,90.116,Bungalow,5,4,2,0,No,1979,South,14.63,,Fully Finished,,Parking Pad Gravel,Vacant,,2,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring, Linoleum",970,Anthony Lewis
C4258829,Cougar Ridge, 346  Cougar Ridge DR SW,A,"$579,000 ",,166.204,2 Storey,8,4,3,1,Yes,2003,South,12,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile","1,789",Dorothy Chow
C4258910,Parkdale, 3612  8 AV NW,A,"$1,299,000 ",,254.368,2 Storey,9,4,3,1,Yes,2007,South,9.7,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,738",Shaun Sweetnam
C4258900,Forest Heights, 501  47 ST SE,A,"$369,900 ",,126.255,Bungalow,6,3,2,0,No,1960,Southeast,15,,Fully Finished,2,Double Garage Detached,Owner,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,359",Anwar Al Hamidi
C4259056,Riverbend, 104  Riverbrook WY SE,A,"$387,500 ",,83.055,Bungalow,5,3,2,0,No,1986,East,10.38,,"Fully Finished, Suite",,"Front Drive Access, Over Sized",Vacant,Negotiable,2,,Wood Frame,"Carpet, Hardwood, Linoleum",894,Grady Krebs
C4256616,Silverado, 320  SILVERADO DR SW,A,"$359,000 ",,120.402,2 Storey,6,3,2,1,Yes,2007,East,9.2,,Unfinished,,Parking Pad Gravel,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile","1,296",Mike Abou Daher
C4257595,Silverado, 42  SILVERADO SKIES CR SW,A,"$515,000 ",,204.48,2 Storey,9,3,2,1,Yes,2010,North,12.21,,Unfinished,2,Double Garage Attached,Vacant,Immediate,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,201",Mike Abou Daher
C4258990,Bearspaw_Calg, 24188  Aspen DR NW,A,"$1,259,000 ",,203.736,Bungalow,6,4,3,1,Yes,2005,West,,,Fully Finished,3,"Triple Garage Attached, Over Sized",Seller,,2,,Wood Frame,"Hardwood, Slate","2,193",Gerry Neustaedter
C4258441,Kinniburgh, 133  Sandpiper PT,A,"$698,800 ",,276.015,2 Storey,12,4,2,1,Yes,2015,East,26,1,Unfinished,2,"Double Garage Attached, 220 Volt Wiring, Insulated, Front Drive Access, Over Sized",Owner,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","2,971",Shawn Getty
C4259082,Aspen Woods, 32  ASPEN SUMMIT PT SW,A,"$829,900 ",,224.361,2 Storey,9,4,3,1,Yes,2013,West,11.98,1,Fully Finished,2,Double Garage Attached,Seller,,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,415",Dennis H Hwang
C4258885,Temple, 80  TEMPLEHILL DR NE,A,"$379,900 ",,102.844,4 Lvl Split,6,4,2,1,Yes,1978,North,15.2,1,Fully Finished,2,Double Garage Detached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,107",Pete J de Jong
C4258886,None, 330  CHRISTIAN AV,A,"$44,900 ",,75.902,Sng Wide Mob Hme,5,3,1,0,No,1967,Southwest,15.24,,,,Front Drive Access,Vacant,immediate,2,,Wood Frame,See Remarks,817,Tarryn Hamilton
C4259092,None, 281206  RGE RD 13,A,"$849,900 ",,155.055,Bungalow,8,5,3,1,Yes,1999,Southwest,280,2,Fully Finished,2,"Double Garage Attached, Front Drive Access, Over Sized, Parking Pad Gravel, RV Parking, Shop",Vacant,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Linoleum","1,669",Simon D Hunt
C4258105,Bowness, 8107  34 AV NW,A,"$334,900 ",,76.924,Bungalow,5,2,1,0,No,1956,North,15.2,1,,2,"Double Garage Detached, Insulated, Heated, Over Sized, RV Parking",Seller,negotiable,2,,Wood Frame,"Carpet, Cork Flooring, Hardwood",828,Ken Eddy
C4257818,Collingwood, 44  CUTHBERT PL NW,A,"$574,900 ",,98.199,Bungalow,5,4,2,0,No,1959,West,13.14,,Fully Finished,1,Single Garage Detached,Seller,neg,2,,Wood Frame,"Carpet, Hardwood","1,057",Jordan Helwerda
C4258961,Copperfield, 623  COPPERPOND CI SE,A,"$519,900 ",,197.047,2 Storey,9,3,2,1,Yes,2009,East,10.4,,Unfinished,3,Triple Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,121",Christian Twomey
C4257919,Cottage Club at Ghost Lake, 319  COTTAGE CLUB WY,A,"$479,800 ",,100.057,2 Storey,7,3,1,1,No,2016,Southwest,,1,Unfinished,1,Single Garage Detached,Seller,Negotiable,2,Cottage Club Ghost Lake Inc.,Wood Frame,See Remarks,"1,077",Brian Currey
C4258673,Artesia at Heritage Pointe,   Waters Edge DR,A,"$1,598,500 ",,177.445,Bungalow,6,3,2,1,No,2016,North,19.8,,Fully Finished,3,Triple Garage Attached,New; Never Occupied,Negotiable,4,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,910",Norb Park
C4258792,Falconridge, 71  FALWOOD WY NE,A,"$314,900 ",,71.814,Bi-Level,5,4,2,0,No,1979,West,12.18,,Fully Finished,2,"Double Garage Detached, Insulated, Over Sized, RV Parking",Seller,negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring, Linoleum",773,Brian Skinner
C4259020,Marlborough Park, 731  MALVERN DR NE,A,"$319,000 ",,71.35,Bi-Level,5,3,2,0,Yes,1977,North,12.19,,Fully Finished,,Rear Drive Access,Owner,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring",768,Nitin Kumar Aggarwal
C4256439,Hawkwood, 53  HAWKTREE CI NW,A,"$519,900 ",,193.61,2 Storey,8,3,2,1,Yes,1989,Northwest,14.06,,Unfinished,2,Double Garage Attached,Seller,0,2,,Wood Frame,"Carpet, Ceramic Tile, Linoleum","2,084",James Zhan
C4258812,Haysboro, 1331  96 AV SW,A,"$584,900 ",,133.966,Bungalow,6,5,2,0,No,1958,North,18.01,,Fully Finished,2,Double Garage Detached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,442",Mitchell Thompson
C4259072,New Brighton, 819  NEW BRIGHTON DR SE,A,"$485,000 ",,180.046,2 Storey,6,3,3,1,Yes,2013,Southwest,9.96,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,938",Erick Dillmann
C4258852,Scenic Acres, 131  Scenic WY NW,A,"$464,900 ",,169.269,4 Lvl Split,8,4,2,1,Yes,1981,Southwest,8.2,1,Unfinished,2,Double Garage Attached,Seller,neg,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,822",Greg Steele
C4259062,Skyview Ranch, 131  SKYVIEW SPRINGS MR NE,A,"$404,900 ",,158.585,2 Storey,7,4,3,0,Yes,2009,Southwest,9.89,,Unfinished,2,Double Garage Detached,Vacant,Negotiable,2,,Wood Frame,"Carpet, Hardwood","1,707",Michael Montgomery
