MLS,Community,Address,St,List Price,Sold Price,Tot Flr Area AG Metres,Style,Rooms Above Grade,Beds Total,Baths Full,Baths Half,Ensuite YN,Yr Built,Front Exposure,Frontage Metres,Num Finished FP,Basement Development,Enclosed Parking,Parking,Occupancy,Possession Notes,DOM,Condo Name,Construction Type,Flooring,Tot Flr Area A.G. (SF),Realtor
C4243406,Killarney/Glengarry, 2617  30 ST SW,A,"$749,900 ",,171.871,2 Storey,6,4,3,1,Yes,2011,East,7.6,,Fully Finished,2,Double Garage Detached,Vacant,Immediate,75,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,850",Therese Cormier
C4258135,Nolan Hill, 83  NOLANFIELD CR NW,A,"$749,888 ",,250.281,2 Storey,10,5,3,1,Yes,2014,Southeast,11,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,10,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,694",Tahir Rafiq
C4252662,Silver Springs, 135  SILVER CREST CR NW,A,"$749,888 ",,360.557,2 Storey,11,6,4,0,Yes,1975,East,9.29,3,Fully Finished,2,Double Garage Attached,Vacant,Negotiable,45,,Concrete,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring, Linoleum","3,881",KaraLee Foat
C4247422,Sage Hill, 19  SAGE VALLEY CO NW,A,"$749,800 ",,218.043,2 Storey,8,4,4,0,Yes,2008,East,6.04,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,59,,Wood Frame,"Carpet, Laminate Flooring, Non-Ceramic Tile","2,347",Jeffrey Tincher
C4258664,West Springs, 143  WEST COACH WY SW,A,"$749,500 ",,224.175,2 Storey,8,4,3,1,Yes,2010,South,12.84,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,5,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,413",Teri-Ann Begin
C4256488,West Springs, 27  WESTRIDGE CR SW,A,"$749,000 ",,214.42,2 Storey,8,3,2,1,Yes,2002,North,13.2,1,Unfinished,2,Double Garage Attached,Seller,NEG,19,,Wood Frame,"Carpet, Hardwood","2,308",Maria Surowka
C4254617,Huntington Hills, 6948  HUNTERBOW CR NW,A,"$749,000 ",,133.595,Bungalow,5,4,3,0,Yes,1968,South,18.64,,Fully Finished,3,"Triple Garage Attached, Tandem",Seller,neg,34,,Wood Frame,"Ceramic Tile, Hardwood, Vinyl Plank","1,438",Laura O'Connell
C4248323,Edgemont, 9207  EDGEBROOK DR NW,A,"$749,000 ",,225.29,2 Storey,8,5,3,1,No,1997,Southeast,13.5,,Fully Finished,2,Double Garage Attached,Owner,,53,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,425",Thanh Vu
C4247475,Signal Hill, 49  SIENNA HILLS CO SW,A,"$749,000 ",,219.344,2 Storey,9,4,3,1,Yes,1990,West,18.2,,Fully Finished,2,Double Garage Attached,Vacant,Immediate,59,,Wood Frame,"Carpet, Hardwood, Laminate Flooring","2,361",Justin Havre
C4254271,Hamptons, 63  HAMPTONS TC NW,A,"$748,000 ",,217.765,2 Storey,10,5,3,1,Yes,1998,Northwest,16,,"Fully Finished, Suite",2,Double Garage Attached,Vacant,immediate,22,,Wood Frame,"Carpet, Hardwood, Laminate Flooring","2,344",Venee Ye
C4244241,Royal Oak, 71  ROYAL OAK PT NW,S,"$759,900 ","$747,000 ",224.918,2 Storey,9,4,3,1,Yes,2002,Northeast,14.05,3,Fully Finished,2,Double Garage Attached,Seller,NEGOTIABLE,15,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,421",Kelly A McKelvie
C4242635,Cougar Ridge, 72  COUGAR RIDGE MR SW,S,"$765,000 ","$747,000 ",237.274,2 Storey,9,5,3,1,Yes,2013,North,10.99,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,23,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,554",David Pellettier
C4255444,Evergreen, 17 SW  EVERGREEN CR SW,A,"$745,000 ",,216.557,2 Storey,10,4,3,1,Yes,1999,North,14.62,,Fully Finished,2,Double Garage Attached,Owner,negotiable,28,,Wood Frame,"Ceramic Tile, Hardwood, Wall to Wall Carpet","2,331",Svetlana Shevtsova
C4253431,West Hillhurst, 2104  3 AV NW,A,"$745,000 ",,162.673,2 Storey,6,3,2,2,Yes,1998,South,7.61,1,Fully Finished,2,"Double Garage Detached, Rear Drive Access",Owner,Negotiable,40,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","1,751",Jamie Newton
C4241518,Copperfield, 122  COPPERPOND ST SE,A,"$745,000 ",,222.038,2 Storey,6,6,4,0,Yes,2014,West,10,1,Fully Finished,2,Double Garage Attached,Tenant,Days,90,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,390",Sikandar Ali Malik
C4241500,Saddle Ridge, 486  Saddlelake DR NE,A,"$745,000 ",,224.825,2 Storey,6,6,5,0,Yes,2013,North,9.8,,Fully Finished,2,Double Garage Attached,Tenant,Days,90,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,420",Sikandar Ali Malik
C4243284,Panorama Hills, 215  Panatella VW NW,T,"$745,000 ",,246.565,2 Storey,9,7,3,1,Yes,2009,Northwest,13.67,,Fully Finished,2,Double Garage Attached,Seller,NEGOTIABLE,79,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","2,654",Dale Anthony Cruz
C4258511,Evergreen, 27  EVERGREEN HT SW,A,"$744,900 ",,161.651,Bungalow,6,4,3,1,Yes,2000,West,7.99,1,Fully Finished,2,Double Garage Attached,Vacant,Imm - Neg,6,,Wood Frame,"Hardwood, Non-Ceramic Tile","1,740",Dixie Bain
C4254805,Aspen Woods, 319  ASPEN ACRES MR SW,S,"$765,000 ","$744,000 ",205.594,2 Storey,7,3,2,1,Yes,2014,East,10.16,,Unfinished,2,Double Garage Attached,Seller,Negotiable,27,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,213",Jimmy Diep
C4243524,Signal Hill, 55  Sienna Heights WY SW,S,"$749,990 ","$742,000 ",147.065,Bungalow,6,4,3,0,Yes,1999,North,14.86,3,Fully Finished,2,Double Garage Attached,Seller,Negotiable,65,,Wood Frame,"Carpet, Hardwood, Slate","1,583",Scot Rose
C4255921,Chaparral, 118  CHAPALA CL SE,S,"$750,000 ","$740,000 ",289.393,2 Storey,11,3,2,1,Yes,2003,North,15.48,2,Unfinished,3,Triple Garage Attached,Seller,NEG,16,,Concrete,"Carpet, Ceramic Tile, Hardwood","3,115",Travis Copp
C4249019,Parkland, 184  PARK ESTATES PL SE,S,"$749,950 ","$740,000 ",215.442,2 Sty Split,10,5,3,1,Yes,1974,North,21.63,1,Fully Finished,2,"Double Garage Attached, Over Sized, RV Parking",Seller,negotiable,38,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,319",Yoki Nichol
C4245296,West Springs, 59  WENTWORTH GV SW,S,"$749,888 ","$740,000 ",209.682,2 Storey,9,4,2,1,Yes,2005,West,15.1,1,Partly Finished,2,"Double Garage Detached, Over Sized",Seller,Negotiable,14,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,257",Amber Ramsay
C4244758,Hamptons, 312  HAMPTONS TC NW,S,"$776,000 ","$740,000 ",224.547,2 Storey,10,6,3,1,Yes,1997,Southeast,13.6,,Fully Finished,2,Double Garage Attached,Vacant,Neg,63,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,417",Weiping Sun
C4244312,Edgemont, 630  EDGEBANK PL NW,S,"$746,000 ","$740,000 ",282.054,2 Sty Split,11,4,2,1,Yes,1989,East,9.17,1,Unfinished,2,Double Garage Attached,Seller,Negotiable,13,,Wood Frame,"Carpet, Ceramic Tile","3,036",Len T Wong
C4259220,Crescent Heights, 227  7 AV NE,A,"$739,900 ",,84.263,Bungalow,5,4,2,0,No,1930,North,11.36,,Fully Finished,2,"Double Garage Detached, Over Sized",Owner,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring",907,John Bitonti
C4256834,Valley Ridge, 23  Valley Ridge GR NW,A,"$739,900 ",,253.439,2 Storey,9,5,3,1,No,1992,North,14.69,,Fully Finished,2,"Double Garage Attached, Over Sized",Vacant,negotiable,19,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,728",Ming Cheng
C4256775,Evanston, 96  EVANSVIEW RD NW,A,"$739,900 ",,240.34,2 Storey,10,4,3,1,Yes,2012,West,11.5,,Fully Finished,2,Double Garage Attached,Tenant Rights,Negotiable,19,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,587",Humberto Pineda Leon
C4256473,Shawnee Slopes, 751  Shawnee DR SW,A,"$739,900 ",,257.62,2 Storey,10,5,3,1,Yes,2015,Northeast,12.2,1,Fully Finished,2,Double Garage Attached,Vacant,immediate,21,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,773",Jason D Hunter
C4255298,West Springs, 7270  11 AV SW,A,"$739,900 ",,194.911,2 Storey,8,3,2,1,Yes,2019,South,10.3,1,Unfinished,2,Double Garage Attached,New; Never Occupied,NEG,24,,Wood Frame,"Carpet, Ceramic Tile, Vinyl Plank","2,098",Tom Waller
C4254516,McKenzie Lake, 189  MT DOUGLAS CI SE,A,"$739,900 ",,220.552,2 Storey,8,4,3,1,Yes,1998,South,13.41,,Fully Finished,2,Double Garage Attached,Seller,negotiable,35,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,374",Richard Bergeron
C4253728,Cliff Bungalow, 526  21 AV SW,A,"$739,900 ",,134.524,2 Storey,8,3,3,0,No,1910,South,7.6,,"Fully Finished, Suite",,"2 Outdoor Stalls, Front and Rear Drive Access, Parking Pad Gravel",Tenant,Negotiable,39,,Wood Frame,"Carpet, Linoleum","1,448",Cynthia N Le
C4248306,McKenzie Lake, 83  MT KIDD GD SE,A,"$739,900 ",,185.713,2 Sty Split,8,4,3,1,Yes,1996,West,15.2,1,Fully Finished,2,Double Garage Attached,Seller,negotiable,51,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,999",Tim Desautels
C4243991,Carrington, 314  Carringvue MR NW,A,"$739,900 ",,207.545,2 Storey,8,4,3,1,Yes,2017,East,10.31,,Fully Finished,2,Double Garage Attached,Owner,Negotiable,71,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,234",Grahame Green
C4241876,Haysboro, 20  HILLGREEN PL SW,A,"$739,900 ",,134.431,Bungalow,6,4,3,0,Yes,1959,West,18.28,,Fully Finished,2,Double Garage Detached,Vacant,Neg,81,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,447",Arthur Sumner
C4249112,Silver Springs, 6228  72 ST NW,A,"$739,000 ",,113.528,Bungalow,5,4,2,0,No,1974,West,15.8,1,Fully Finished,2,"Double Garage Detached, Heated, Over Sized",Seller,negotiable,33,,Wood Frame,Hardwood,"1,222",Mary Lou McCormick
C4248474,Meadowlark Park, 28  MEADOWVIEW RD SW,A,"$739,000 ",,119.845,Bungalow,6,4,2,0,No,1960,South,19.77,1,Fully Finished,2,"Double Garage Detached, Insulated, Heated, Over Sized",Vacant,Immediate,29,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,290",Deloris Walker
C4248130,Christie Park, 6955  CHRISTIE ESTATE BV SW,A,"$739,000 ",,235.788,2 Storey,8,4,3,1,No,1988,North,14.96,,Fully Finished,2,Double Garage Detached,Seller,Neg,54,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,538",Azad P Chandler
C4255984,Signal Hill, 211  Signature CL SW,A,"$738,800 ",,223.71,2 Storey,10,4,2,1,No,1991,North,14.11,1,Partly Finished,2,Double Garage Attached,Vacant,Immediate,12,,Wood Frame,"Laminate Flooring, Wall to Wall Carpet","2,408",Diane Schmidt
C4256501,Canyon Meadows, 27  CANTERBURY DR SW,A,"$738,000 ",,203.272,2 Storey,10,3,3,1,Yes,1980,North,16.76,2,Fully Finished,2,Double Garage Attached,Seller,Negotiable,7,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,188",Catherine MacIntyre
C4244669,Discovery Ridge, 17  DISCOVERY RIDGE LI SW,S,"$759,900 ","$738,000 ",228.356,2 Storey,10,3,2,1,Yes,2001,East,15.97,,Unfinished,2,Double Garage Attached,Seller,NEG,48,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,458",Darcy Brown
C4242459,Springbank Hill, 43  CORTINA WY SW,S,"$750,000 ","$737,000 ",205.13,2 Storey,8,4,3,1,Yes,2006,Northwest,10.98,2,Fully Finished,2,Double Garage Attached,Vacant,Negotiable,12,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,208",Marnie Campbell
C4243370,Varsity, 136  VARSITY CR NW,S,"$764,800 ","$736,500 ",184.041,2 Sty Split,8,3,3,1,Yes,1973,West,19.08,1,Fully Finished,2,"Double Garage Attached, Insulated",Owner,negotiable,18,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Linoleum","1,981",Derek Thibeault
C4255893,Mount Pleasant, 811  19 AV NW,A,"$735,888 ",,125.14,Bi-Level,7,4,3,0,No,1945,North,15.23,1,Fully Finished,2,"Single Garage Detached, Over Sized",Seller,Negotiable,20,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring","1,347",Ivan Cilic
C4257119,Renfrew, 1439  REMINGTON RD NE,A,"$735,000 ",,123.004,Bungalow,6,4,2,0,No,1953,East,15.21,2,"Fully Finished, Suite",2,"Double Garage Detached, Front Drive Access, Over Sized, RV Parking",Seller,Negotiable,17,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Vinyl Plank","1,324",John Mayberry
C4255361,Strathcona Park, 14  STRATHLEA CR SW,A,"$735,000 ",,210.518,2 Storey,11,4,3,1,Yes,2002,West,11.02,1,Fully Finished,2,"Double Garage Attached, Insulated, Over Sized",Seller,Negotiable,26,,Wood Frame,"Carpet, Ceramic Tile","2,266",Nikki Stewart
C4248700,Canyon Meadows, 204  CANTER PL SW,A,"$735,000 ",,250.559,2 Storey,10,4,3,1,Yes,1980,South,13.47,4,Fully Finished,2,"Double Garage Attached, Insulated",Seller,NEG,51,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,697",Cory J Smith
C4243604,Auburn Bay, 308  AUBURN SHORES WY SE,A,"$735,000 ",,233.837,2 Storey,7,5,3,1,Yes,2016,West,9.66,1,Fully Finished,2,Double Garage Attached,Owner,Negotiable,75,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,517",Laura Jobb
C4255590,Oakridge, 75  OAKMOUNT CO SW,S,"$749,999 ","$735,000 ",241.455,2 Storey,9,5,3,1,Yes,1987,Southeast,15.07,2,Fully Finished,3,Triple Garage Attached,Owner,Neg,21,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,599",Todd K Renneberg
C4243073,Cranston, 99  CRANARCH HT SE,S,"$739,900 ","$735,000 ",160.536,Bungalow,5,3,2,1,Yes,2012,South,15,2,Fully Finished,2,"Double Garage Attached, Over Sized",Seller,negotiable,10,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,728",Casey Roe
C4257994,Tuscany, 77  TUSCANY RIDGE CI NW,A,"$734,900 ",,207.917,2 Storey,9,3,2,1,Yes,2016,East,10.4,,Unfinished,2,Double Garage Attached,Seller,Negotiable,9,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,238",Jeff Neustaedter
C4248802,Valley Ridge, 259  VALLEY POINTE WY NW,A,"$734,900 ",,240.154,2 Storey,7,4,3,1,Yes,2012,North,12.19,,Fully Finished,2,Double Garage Attached,Vacant,negotiable,51,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,585",YuLi Song
C4242277,Capitol Hill, 1409  21 AV NW,S,"$749,900 ","$734,000 ",134.152,1 & Half St,6,4,3,0,Yes,1949,North,13.71,,Suite,2,"Double Garage Detached, Insulated, Heated, Over Sized",Seller,Neg,28,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,444",Jordan C Lotoski
C4239626,Collingwood, 12  CAWDER DR NW,S,"$749,000 ","$733,500 ",125.233,Bungalow,8,5,3,0,Yes,1958,Northwest,15.2,,Fully Finished,2,"Single Garage Attached, Single Garage Detached",Seller,Negotiable,12,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring","1,348",Joel Semmens
C4248456,Aspen Woods, 9339  14 AV SW,A,"$732,500 ",,195.468,2 Storey,8,4,3,1,Yes,2010,North,11,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,53,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,104",Anthony Lewis
C4253747,Brentwood, 5204  BAINES RD NW,S,"$740,000 ","$731,500 ",121.796,Bungalow,6,3,3,0,Yes,1964,West,14.55,2,Fully Finished,2,"Double Garage Detached, Insulated, Over Sized",Seller,Negotiable,11,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,311",Joe Viani
C4255434,Discovery Ridge, 521  Discovery Ridge BV SW,A,"$730,000 ",,239.783,2 Storey,9,4,3,1,No,2007,South,14.04,,Fully Finished,2,Double Garage Attached,Seller,negotiable,26,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","2,581",Don Kamps
C4255432,Altadore, 3904  18 ST SW,A,"$730,000 ",,75.809,Bungalow,4,2,1,0,No,1950,West,14.3,1,Fully Finished,2,Double Garage Detached,Seller,Immediate,26,,Wood Frame,"Hardwood, Linoleum",816,Deloris Walker
C4253961,Panorama Hills, 7  PANATELLA CL NW,A,"$730,000 ",,227.891,2 Storey,12,3,2,2,Yes,2004,Northeast,14.03,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,37,,Wood Frame,"Carpet, Ceramic Tile","2,453",Mary Yuen-Sears
C4248864,MacEwan Glen, 332  MACEWAN PARK VW NW,A,"$730,000 ",,154.405,Bungalow,8,4,3,0,Yes,1993,East,13.49,2,Fully Finished,2,"Double Garage Attached, Insulated",Vacant,Negotiable,51,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,662",Joseph Belland
C4244409,Edgemont, 36  EDGEVALLEY GD NW,A,"$730,000 ",,176.516,Bungalow,7,4,3,0,Yes,1996,Northeast,16,,Fully Finished,2,Double Garage Attached,Seller,NEG,70,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Linoleum","1,900",Pavan Kaushal
C4247268,Highwood, 132  Holly ST NW,S,"$749,000 ","$730,000 ",192.774,2 Storey,7,4,3,1,Yes,2019,Northwest,9.15,,Fully Finished,2,Double Garage Detached,New; Never Occupied,Immediate,34,,Wood Frame,"Carpet, Ceramic Tile, Vinyl Plank","2,075",Judit Sheikh
C4243299,Highwood, 134  HOLLY ST NW,S,"$749,000 ","$730,000 ",190.172,2 Storey,6,4,3,1,Yes,2019,Northwest,9.15,,Fully Finished,2,Double Garage Detached,New; Never Occupied,Immediate,78,,Wood Frame,"Carpet, Vinyl Plank","2,047",Judit Sheikh
C4258480,Haysboro, 99  HALLBROOK DR SW,A,"$729,900 ",,105.073,4 Lvl Split,7,4,3,0,Yes,1958,East,25.15,1,Fully Finished,2,Double Garage Detached,Vacant,neg,6,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,131",Shirley E Evans
C4257625,Sherwood, 64  SHERWOOD MR NW,A,"$729,900 ",,230.307,2 Storey,9,4,3,1,Yes,2013,North,10.39,1,Fully Finished,2,Double Garage Attached,Vacant,Negotiable,12,,Wood Frame,"Carpet, Ceramic Tile","2,479",Jessica Chan
C4254141,University Heights, 2244  UXBRIDGE DR NW,A,"$729,900 ",,145.486,Bi-Level,6,3,2,0,Yes,1966,South,18.29,1,Fully Finished,4,"Double Garage Attached, Double Garage Detached",Vacant,Neg,39,,Wood Frame,"Carpet, Ceramic Tile","1,566",Mel H Loewen
C4253867,Edgemont, 12  EDCATH BA NW,A,"$729,900 ",,250.374,2 Sty Split,10,4,3,1,Yes,1983,West,9.06,3,Fully Finished,2,Double Garage Attached,Seller,neg.,38,,Wood Frame,"Non-Ceramic Tile, Wall to Wall Carpet","2,695",Twila Wilson
C4243401,Midnapore, 35  MIDVALLEY CR SE,A,"$729,900 ",,170.756,Bungalow,9,5,3,0,Yes,1980,Southwest,20,2,Fully Finished,2,Double Garage Attached,Owner,negotiable,73,,Wood Frame,"Carpet, Ceramic Tile","1,838",Viki Fairbairn
C4248454,South Calgary, 1939  29 AV SW,A,"$729,800 ",,133.037,2 Storey,5,4,2,2,Yes,1979,North,7.6,1,Fully Finished,2,Double Garage Detached,Seller,/Neg,52,,Wood Frame,"Ceramic Tile, Laminate Flooring","1,432",Justin Becker
C4253139,Cambrian Heights, 63  CHANCELLOR WY NW,A,"$729,500 ",,126.255,Bungalow,5,3,2,1,Yes,1958,Northwest,32.7,1,Fully Finished,2,"Double Garage Detached, Insulated, Heated, Over Sized",Seller,Negotiable,43,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,359",Ray Todd
C4258199,Oakridge, 9428  OAKMOUNT DR SW,A,"$729,000 ",,232.815,2 Storey,10,6,3,1,Yes,1978,West,18.69,,Fully Finished,2,"Double Garage Attached, Over Sized",Vacant,Negotiable,5,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,506",Amanda Zayonce
C4249299,Redstone, 182  RED SKY GR NE,A,"$729,000 ",,214.234,2 Storey,8,6,4,1,Yes,2017,West,10.37,,"Fully Finished, Suite",2,Double Garage Attached,Owner,Negotiable,46,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,306",Ramesh Kumar Verma
C4243385,West Springs, 43  WESTON PA SW,A,"$729,000 ",,198.998,2 Storey,9,4,3,1,Yes,2002,Northeast,12.2,2,Fully Finished,2,"Double Garage Attached, Over Sized",Seller,Negotiable,76,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,142",David Setter
C4255398,Cougar Ridge, 28  COUGAR RIDGE MR SW,A,"$728,900 ",,200.02,2 Storey,8,6,3,1,Yes,2012,West,9.8,1,Fully Finished,2,Double Garage Attached,Seller,NEGOTIABLE,24,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,153",Grace C Cardenas
C4244247,Palliser, 2124  PALISFIELD PL SW,A,"$728,888 ",,249.259,2 Sty Split,10,5,3,1,Yes,1969,East,13.33,,Fully Finished,2,Double Garage Detached,Seller,Negotiable,70,,Wood Frame,"Ceramic Tile, Hardwood, Wall to Wall Carpet","2,683",Albert Fialkow
C4248127,Patterson, 109  PATTERSON MT SW,A,"$728,500 ",,203.272,2 Storey,10,4,2,1,Yes,1993,North,7.73,1,Partly Finished,2,Double Garage Attached,Seller,Negotiable,53,,Wood Frame,"Ceramic Tile, Hardwood, Wall to Wall Carpet","2,188",Jane Dempsey
C4247776,Signal Hill, 344  SIENNA PARK DR SW,A,"$728,000 ",,214.885,2 Storey,9,6,3,1,Yes,1995,South,16.45,1,Fully Finished,2,"Double Garage Attached, Insulated",Tenant,Negotiable,56,,Wood Frame,"Ceramic Tile, Hardwood, Slate","2,313",Craig Harding
C4246088,Springbank Hill, 169  SPRINGBLUFF BV SW,A,"$728,000 ",,255.019,2 Storey,11,4,3,1,Yes,2005,Southwest,13.4,2,Fully Finished,2,Double Garage Attached,Vacant,Immediate,61,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,745",David Pellettier
C4243323,Canyon Meadows, 147  CANTER PL SW,S,"$749,900 ","$727,500 ",322.373,2 Storey,13,4,3,0,Yes,1987,East,17.99,2,Fully Finished,4,"Quad or More Attached, Insulated, Heated",Vacant,NEG,38,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","3,470",Sylvia A Smith
C4258996,Auburn Bay, 43  AUBURN SOUND MR SE,A,"$725,000 ",,158.585,Bungalow,6,2,2,1,Yes,2009,North,13.44,1,Fully Finished,2,Double Garage Attached,Owner,negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,707",Rachel R Vanderveen
C4257807,Nolan Hill, 90  NOLANCLIFF CR NW,A,"$725,000 ",,236.345,2 Storey,9,5,3,1,Yes,2015,North,8.6,2,Fully Finished,2,Double Garage Attached,Seller,negotiable,12,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,544",Justin Havre
C4255831,West Hillhurst, 2628  4 AV NW,A,"$725,000 ",,94.297,Bungalow,5,3,2,0,No,1952,South,15.22,1,Fully Finished,2,Double Garage Detached,Vacant,Immediate,27,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,015",Ali Mawani
C4254639,Richmond, 2216  29 AV SW,A,"$725,000 ",,111.205,Bungalow,6,3,1,0,No,1955,South,15.23,1,Partly Finished,1,"Single Garage Attached, Stall, Over Sized",Seller,negotiable,33,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,197",Bob Mathison
C4252980,Deer Run, 1116  DEER RIVER CI SE,A,"$725,000 ",,220.83,3 Lvl Split,9,4,2,2,Yes,1988,East,16.19,,Fully Finished,2,Double Garage Detached,Seller,Negotiable,45,,Wood Frame,"Carpet, Hardwood, Stone","2,377",Belinda Parkes
C4247858,Mission, 332  22 AV SW,A,"$725,000 ",,93.646,Bungalow,6,4,2,0,No,1926,South,10.23,,"Fully Finished, Suite",,"Over Sized, Parking Pad Gravel, Rear Drive Access",Vacant,,55,,Wood Frame,"Ceramic Tile, Hardwood, Wall to Wall Carpet","1,008",Wendy Morrison
C4244562,Hillhurst, 1640  BOWNESS RD NW,A,"$725,000 ",,148.273,2 & Half St,11,4,2,0,No,1910,South,9.13,,Unfinished,2,"Double Garage Detached, Heated",Vacant,Negotiable,69,,Wood Frame,"Ceramic Tile, Hardwood","1,596",Eldon Symington
C4257182,Hillhurst, 215  11A ST NW,S,"$725,000 ","$725,000 ",92.531,Bungalow,5,3,2,0,No,1912,East,9.14,1,Fully Finished,2,Double Garage Detached,Tenant,Negotiable,7,,Wood Frame,"Ceramic Tile, Hardwood",996,Christian Twomey
C4249462,North Haven, 5051  NORRIS RD NW,S,"$725,000 ","$725,000 ",177.445,2 Sty Split,8,6,4,0,Yes,1982,East,13.71,,Fully Finished,2,Double Garage Attached,Seller,Negotiable,10,,Wood Frame,"Ceramic Tile, Hardwood, Vinyl Plank","1,910",Joanell Nagie
C4248621,West Springs, 219  WESTPOINT GD SW,S,"$749,000 ","$725,000 ",206.802,2 Storey,8,5,3,1,Yes,2000,Northeast,9.8,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,10,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,226",Richard W Kim
C4244377,Hamptons, 538  HAMPTONS DR NW,S,"$750,000 ","$725,000 ",241.734,2 Storey,10,4,3,1,Yes,2002,North,14,2,Fully Finished,2,"Double Garage Attached, Insulated, Over Sized",Seller,negotiable,20,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,602",Allen Tian
C4240763,South Calgary, 1915  31 AV SW,S,"$749,900 ","$725,000 ",155.705,2 Storey,7,3,3,1,Yes,1999,North,7.62,1,Fully Finished,2,Double Garage Detached,Seller,Negotiable,34,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,676",Sam Patel
C4241145,Sherwood, 53  SHERWOOD SQ NW,A,"$724,999 ",,235.23,2 Storey,10,4,2,1,No,2014,Northwest,9.25,,Unfinished,2,Double Garage Attached,Seller,,92,,Concrete,"Carpet, Ceramic Tile, Hardwood, See Remarks","2,532",Gagandeep Singh
C4256590,Mahogany, 173  MARQUIS PT SE,A,"$724,900 ",,211.54,2 Storey,8,3,2,2,Yes,2012,North,12.25,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,19,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,277",Michael B Burton
